student_id,Name,Age,Address,Email,Course,City,Marks,Admission_date
88,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,20,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,AI,Chennai,50,2024-11-14
89,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,21,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,SQL,Delhi,83,2024-05-20
90,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,22,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,AI,Chennai,86,2024-11-06
91,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,21,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Python,Chennai,80,2026-05-17
92,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,22,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Python,Chennai,86,2025-04-13
93,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,19,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,AI,Mumbai,35,2026-04-19
94,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,21,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,AI,Chennai,85,2025-10-13
95,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,21,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Python,Bangalore,56,2026-02-10
96,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,18,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,AI,Bangalore,74,2025-04-12
97,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,20,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Java,Bangalore,78,2026-04-15
98,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,22,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Java,Mumbai,69,2025-08-05
99,<bound method Provider.name of <faker.providers.person.en_US.Provider object at 0x000001E9FCE8C0A0>>,21,<bound method Provider.address of <faker.providers.address.en_US.Provider object at 0x000001E9FCE4D9A0>>,<bound method Provider.email of <faker.providers.internet.en_US.Provider object at 0x000001E9FCE71D90>>,Data Science,Chennai,76,2024-05-22
